stn_code,sampling_date,month,sampling_time,stn_name,type_water_body,name_of_water_body,river_basin,district,state_name,mon_agency,frequency,major_polluting_sources,use_based_class,visibility_effluent_discharge,weather,approx_depth,human_activities,floating_matter,color,odor,flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,nitrite_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,latitude,longitude,use_of_water_in_down_stream,remark
1095,2025-08-05,Aug,11:50:00,"Godavari river at U/s of Gangapur Dam, Village. Gangapur,Taluka. Nashik, District. Nashik.", Dam,Godavari ,Godavari ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,Odor Free,0.0,26.0,4.3,8.2,183.0,4.4,1.4,,12,79,1.8(BDL),29.3,5(BDL),26,8.5,20.0,1.5(BDL),0.4,36.0,16.0,20.0,11.72,6.7,152.0,138.0,54,0.84,0.5(BDL),1(BDL),0.2(BDL),20°02.400 ,73°40.751,,Dry river
1096,2025-08-05,Aug,13:25:00,"Godavari river at Ramkund, Village. Panchavati, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,4,7.6,310.0,6.0,2.56,,13,150,1.8(BDL),36.5,5(BDL),66,19.49,24.0,1.5(BDL),0.4,84.0,46.0,38.0,66.92,12.29,253.0,224.0,42,0.75,0.5(BDL),1(BDL),0.2(BDL),20°00.482,73°47.542,,Dry river
1211,2025-08-05,Aug,13:45:00,"Godavari river at D/s of Nashik near Amardham, Village. GadgebabaMaharaj Nagar, Taluka . Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,4.1,8.6,311.0,6.2,2.65,,17,220,1.8(BDL),6.4,5(BDL),66,18.49,20.0,1.5(BDL),0.4,86.0,46.0,40.0,64.06,11.93,244.0,220.0,49,0.94,0.5(BDL),1(BDL),0.2(BDL),20°00.109,73°47.842,,Dry river
2177,2025-08-05,Aug,12:40:00,"Godavari river near Someshwar Temple, Village. Someshwar, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Boating,Tourism Spot",Yes,Clear,Odor Free,0.0,26.0,5.6,8.7,345.0,3.0,4.92,,25,540,1.8(BDL),25.2,BDL,70,17.49,12.0,1.5(BDL),0.4,88.0,48.0,40.0,73.26,12.11,271.0,244.0,36,1.15,0.5(BDL),1(BDL),0.2(BDL),20°01.391,73°43.740,,Dry river
2178,2025-08-05,Aug,12:55:00,"Chikhali nallah meets Godavari river, Village. Chikhali, Taluka. Nashik, District. Nashik.",Nala,Chikhali Nalla,Chikhali Nalla,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,3,7.9,376.0,8.8,4.28,,94,920,1.8(BDL),23,5(BDL),188,113.96,32.0,11.76,4.85,230.0,136.0,94.0,158.68,50.81,300.0,270.0,112,5.2,0.5(BDL),1(BDL),0.2(BDL),20°01.022,73°44.116,,Dry river
2179,2025-08-05,Aug,13:15:00,"Godavari river at Hanuman Ghat, Village. Nashik city, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Bathing,Yes,Clear,Odor Free,0.0,26.0,4.8,8.4,337.0,4.8,2.49,,13,140,1.8(BDL),25,5(BDL),66,19.49,16.0,1.5(BDL),0.4,86.0,46.0,40.0,131.92,12.78,262.0,236.0,52,0.91,0.5(BDL),1(BDL),0.2(BDL),20°00.546,73°47.020,,Dry river
2180,2025-08-05,Aug,14:45:00,"Godavari river at Tapovan,Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,5.1,8.4,324.0,4.6,2.45,,63,920,1.8(BDL),20.1,5(BDL),62,18.49,16.0,1.5(BDL),0.4,80.0,46.0,34.0,64.92,35.19,255.0,228.0,49,1.42,0.5(BDL),1(BDL),0.2(BDL),20°00.007,73°48.907,,Dry river
2181,2025-08-05,Aug,14:50:00,"Godavari river at Kapila. Godavari confluence point,  Village. Tapovan, Taluka. Nashik, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,4.8,7.8,715.0,8.6,1.4,,63,920,1.8(BDL),15.8,5(BDL),154,46.49,28.0,19.92,7.34,186.0,110.0,76.0,225.8,11.73,575.0,519.0,142,3.68,0.5(BDL),1(BDL),0.2(BDL),20°00.012,73°48.914,,Dry river
2182,2025-08-05,Aug,04:05:00,"Godavari river at Saikheda village,  Village. Saikheda, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0.0,26.0,5.4,8.5,317.0,3.2,2.53,,17,240,1.8(BDL),6.8,BDL,60,24.49,12.0,1.5(BDL),0.4,80.0,42.0,38.0,58.12,13.69,251.0,223.0,33,2.16,0.5(BDL),1(BDL),0.2(BDL),20°00.859,74°00.350,,Dry river
2183,2025-08-05,Aug,16:50:00,"Godavari river at Nandur.Madhmeshwar Dam, Village. Nandur, Taluka. Niphad, District. Nashik.",River,Godavri ,Godavri ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5,8.7,334.0,4.4,2.72,,12,94,1.8(BDL),16,5(BDL),66,25.49,16.0,1.5(BDL),0.4,84.0,46.0,38.0,69.78,15.72,267.0,241.0,61,1.42,0.5(BDL),1(BDL),0.2(BDL),20°00.535,74°07.948,,Dry river
2660,2025-08-04,Aug,13:10:00,"Darna river at Chehedi water works (pumping station), Village. Chehedi, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4.7,7.9,363.0,5.4,2.77,,12,170,1.8(BDL),10.3,5(BDL),60,19.99,20.0,1.5(BDL),0.4,76.0,40.0,36.0,50.9,14.34,277.0,246.0,71,0.94,0.5(BDL),1(BDL),0.2(BDL),19° 55.873,73° 51.429,,Dry river
2661,2025-08-04,Aug,11:25:00,"Darna river at Aswali ( Darna Dam),Village. Aswali,Taluka. Igatpuri,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5.6,8.0,182.0,3.2,1.4,,13,170,1.8(BDL),20.9,5(BDL),22,8,12.0,1.5(BDL),0.4,30.0,18.0,12.0,16.24,5.07,142.0,116.0,34,0.81,0.5(BDL),1(BDL),0.2(BDL),19° 48.184,73° 44.276,,Dry river
2662,2025-08-04,Aug,12:05:00,"Darna river at MES site pumping station, Village. Bhagur, Taluka. Nashik, District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5.4,8.1,223.0,4.8,1.65,,15,220,1.8(BDL),4,5(BDL),30,11,16.0,1.5(BDL),0.4,42.0,24.0,18.0,18.34,6.74,172.0,151.0,43,1.41,0.5(BDL),1(BDL),0.2(BDL),19° 52.114,73° 49.662,,Dry river
2663,2025-08-04,Aug,12:05:00,"Darna river at Bhagur pumping station near Pandhurli bridge, Village. Bhagur,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,5.5,7.8,255.0,4.8,1.54,,17,240,1.8(BDL),12,5(BDL),30,12,16.0,1.5(BDL),0.4,40.0,22.0,18.0,17.08,7.22,204.0,181.0,64,0.72,0.5(BDL),1(BDL),0.2(BDL),19° 52.306,73° 50.235,,Dry river
2664,2025-08-04,Aug,12:40:00,"Darna river at Sansari, Village. Sansari,Taluka. Nashik,District. Nashik.",River,Darna ,Darna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,4.6,7.165,210.0,5.6,2.23,,17,220,1.8(BDL),11.2,BDL,36,15,20.0,1.5(BDL),0.4,50.0,28.0,22.0,24.6,10.02,187.0,140.0,58,0.72,0.5(BDL),1(BDL),0.2(BDL),19° 54.350,73° 50.546,,Dry river
1253,2025-08-05,Aug,00:00:00,"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",River,Girrna ,Girrna ,Nashik,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),20°32.106,74°31.220,,Dry river
1251,2025-08-06,Aug,13:00:00,"Tapi river at U/s, Bhusawal,Village. Bhusawal Railway Colony, Taluka. Bhusawal, District. Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,1.0,23.0,4.6,8.6,382.0,3.8,2.9,,13,170,1.8(BDL),7.98,5(BDL),54,16,20.0,1.5(BDL),0.58,70.0,40.0,30.0,49.16,15.02,222.0,199.0,50,0.71,0.5(BDL),1(BDL),0.2(BDL),21°03.671,75°47.537,,Dry river
1313,2025-08-06,Aug,15:00:00,"Tapi river at Ajnad village, Village.Ajnad , Taluka. Raver, District.Jalgaon.",River,Tapi ,Tapi ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,1.0,23.0,5.8,8.5,276.0,3.6,3,,10,280,1.8(BDL),20.5,5(BDL),48,16,12.0,1.5(BDL),0.4,62.0,34.0,28.0,52.92,14.06,220.0,195.0,29,0.72,0.5(BDL),1(BDL),0.2(BDL),21°14.696,76°08.898,,Dry river
2658,2025-08-07,Aug,00:00:00,"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",River,Bori ,Bori ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),21º 03.360',75º 04.283',,Dry river
2667,2025-08-06,Aug,00:00:00,"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",River,Hiwara ,Hiwara ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),20º 40.031',75º 21.464',,Dry river
2674,2025-08-07,Aug,00:00:00,"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",River,Mor ,Mor ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),21º 06.455',75º 47.515',,Dry river
2710,2025-08-06,Aug,00:00:00,"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",River,Titur ,Titur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),20º 27.987',75º 01.165',,Dry river
2718,2025-08-06,Aug,11:00:00,"Waghur river at. Sakegaon before Confluence with Tapi river, Village. Sakegaon,Taluka. Jalgaon,District. Jalgaon.",River,Waghur ,Waghur ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,1.0,23.0,5.4,8.7,665.0,3.6,0.66,,13,79,1.8(BDL),21.9,5(BDL),136,109.97,12.0,1.5(BDL),0.4,170.0,100.0,70.0,168.3,51.85,533.0,477.0,18,0.66,0.5(BDL),1(BDL),0.2(BDL),21º 05.592',75º 41.642',,Dry river
1252,2025-08-07,Aug,11:50:00,"Girna river at Jalgaon at intake of Girna pump huose, Village. Girna pump house area, Taluka. Jalgaon, District. Jalgaon.",River,Girna ,Girna ,Jalgaon,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,No Information,Industrial,Clear,Less than 50cm,Others,No,Clear,Odor Free,1.0,23.0,5.2,8.7,575.0,4.4,1.11,,17,540,1.8(BDL),13,5(BDL),116,92.97,16.0,1.5(BDL),0.4,144.0,84.0,60.0,101.4,35.72,462.0,414.0,33,0.48,0.5(BDL),1(BDL),0.2(BDL),20°59.372,75°30.942,,Dry river
1314,2025-08-05,Aug,02:40:00,"Tapi river at Ubad village near Gujratborder, Village. Ubad, Taluka. Shahada, District. Nandurbar.",River,Tapi ,Tapi ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,22.0,4.2,8.1,305.0,6.0,2.74,,14,220,1.8(BDL),26.4,5(BDL),54,22.49,20.0,1.68,0.68,70.0,40.0,30.0,67.18,19.22,247.0,221.0,69,0.95,0.5(BDL),1(BDL),0.2(BDL),21°31.799,74°19.149,,Dry river
2652,2025-08-05,Aug,00:00:00,"Amravati river at D/s. of Dondaicha, Village. Dondaicha, Taluka. Dhule, District. Dhule.",River,Amravati ,Amravati ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),21º 19.688',74º 34.184',,Dry river
2659,2025-08-06,Aug,00:00:00,"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",River,Burai ,Burai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,26.0,6.7,7.9,344.0,3.0,0.3(BDL),,1.8(BDL),540.0,1.8(BDL),1(BDL),5(BDL),56,13,16.0,1.5(BDL),0.4,100.0,56.0,42.6,5(BDL),5(BDL),252.0,210.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),21º 18.077',75º 47.818',,Dry river
2666,2025-08-05,Aug,03:30:00,"Gomai river D/s. of Shahada, Village. Shahada,Taluka. Dhule,District. Dhule.",River,Gomai ,Gomai ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,22.0,4,7.7,320.0,8.8,2.67,,17,280,1.8(BDL),25.8,5(BDL),56,39.99,28.0,1.5(BDL),0.4,76.0,42.0,34.0,19.75,19.75,252.0,229.0,78,0.88,0.5(BDL),1(BDL),0.2(BDL),21º 32.744',74º 27.618',,Dry river
2670,2025-08-06,Aug,11:40:00,"Kan river at Sakri water works, Village. Sakri, Taluka. Dhule, District. Dhule.",River,Kan ,Kan ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,18.0,5.2,8.3,268.0,4.2,2.6,,21,540,1.8(BDL),47.1,5(BDL),48,32.49,16.0,1.5(BDL),0.4,62.0,34.0,28.0,25.08,11.07,211.0,186.0,44,0.83,0.5(BDL),1(BDL),0.2(BDL),20º 59.642',74º 17.48',,Dry river
2684,2025-08-06,Aug,11:00:00,"Panzara river, Near Panzarakan SSK Ltd, Village. Panzara,Taluka. Dhule, District. Dhule.",River,Panzara ,Panzara ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,18.0,5,8.3,264.0,4.0,2.6,,26,210,1.8(BDL),30.1,5(BDL),46,29.99,16.0,1.5(BDL),0.4,60.0,34.0,26.0,24.34,11.06,209.0,191.0,49,0.83,0.5(BDL),1(BDL),0.2(BDL),20º 57.405',74º 17.598',,Dry river
1907,2025-08-06,Aug,01:30:00,"Rangavali river at D/s of Navapur near Rangavali bridge, Village. Navapur, Taluka. Navapur, District. Nandurbar.",River,Rangavali ,Rangavali ,Dhule,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,20.0,5.2,8.3,281.0,4.0,1.83,,20,350,1.8(BDL),11.8,5(BDL),50,10.5,12.0,1.5(BDL),0.4,64.0,36.0,28.0,28.76,9.67,228.0,205.0,42,1.02,0.5(BDL),1(BDL),0.2(BDL),21°09.794',73°47.211',,Dry river
1463,2025-08-07,Aug,10:30:00,"Nira river at Sarola bridge, Village. Sarola, Taluka.Bhor, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,4.5,7.9,236.0,6.2,0.6,,9.2,540,1.8(BDL),1(BDL),42,20(BDL),15.15,16.0,1.5(BDL),0.4,68.0,32.0,36.0,6.71,8.75,187.0,155.0,11,0.2(BDL),0.9,1(BDL),0.2(BDL),18°10.588',73°57.287 ',,Dry river
2191,2025-08-05,Aug,13:45:00,"Mutha river at Sangam bridge near Ganapathyghat, Village . Shivaji Nagar,  Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,2.4,7.5,529.0,27.0,2.36,,79,1600,11,8.95,5(BDL),96,44.89,84.0,8.4,3.43,150.0,78.0,72.0,5(BDL),31.71,415.0,337.0,30,0.59,2.5,6.67,0.6,18°31.815,73°51.662,,Dry river
2192,2025-08-05,Aug,12:30:00,"Mula - Mutha river at Mundhawa bridge,Village. Mundhawa,Taluka. Haweli,District. Pune.",River,Mula Mutha ,Mula Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,4.1,7.4,486.0,12.5,0.7,,41,1600,6,3.34,5(BDL),94,41.74,36.0,6.72,2.84,138.0,70.0,68.0,5(BDL),26.31,385.0,311.0,12,0.56,2.3,4.42,0.5,18°32.206,73°56.015,,Dry river
2193,2025-08-05,Aug,15:45:00,"Mula river at Aundh bridge, Village. Aundhgaon,Taluka. Haweli, District. Pune.",River,Mula ,Mula ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,4.1,7.4,414.0,7.2,0.61,,120,1600,1.8(BDL),1.8,5(BDL),74,25.49,24.0,2.8,1.03,118.0,60.0,58.0,5(BDL),16.9,328.0,263.0,11,1.12,1.4,2.22,0.7,18°34.049,73°48.675,,Dry river
2194,2025-08-05,Aug,16:05:00,"Mula river at Harrison bridge near Mula.Pawana sangam, Village. Bopodi,Taluka. Haweli, District. Pune.",River,Mula ,Mula ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,4.4,7.7,411.0,7.0,0.52,,240,1600,32,1.47,5(BDL),70,25.59,20.0,4.48,1.82,116.0,56.0,60.0,5.77,17.42,326.0,265.0,12,0.48,1.9,2.27,0.9,18°34.462,73°50.139,,Dry river
2195,2025-08-07,Aug,12:10:00,"Nira river at D/s of Jubilant Organosis,  Village. Nimbut, Taluka. Baramati, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,6.1,8.3,619.0,5.0,0.8,,21,350,1.8(BDL),1(BDL),6,126,56.68,16.0,1.68,0.42,174.0,90.0,84.0,14.43,69.7,489.0,398.0,11,0.2(BDL),0.5(BDL),1(BDL),0.7,18°06.093,74°14.038,,Dry river
2682,2025-08-07,Aug,11:55:00,"Nira river at U/s of Jubilant Organosis, Village. Nira (Dattaghat),Taluka. Baramati, District. Pune.",River,Nira ,Nira ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,6.7,8.3,420.0,3.8,0.72,,6,350,1.8(BDL),1(BDL),8,88,33.29,12.0,2.24,0.7,120.0,60.0,60.0,6.71,43.26,335.0,274.0,10(BDL),0.2(BDL),0.5(BDL),1(BDL),0.4,18° 05.811,74° 12.730,,Dry river
2656,2025-08-04,Aug,15:55:00,"Bhima river. Backwater of Ujani Dam, near raw water pump house, Village. Kumbargaon, Taluka. Indapur, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,4.5,8.2,633.0,8.0,0.78,,1.8(BDL),540,1.8(BDL),2.24,6,126,74.18,32.1,1.68,0.46,178.0,92.0,86.0,5.4,62.58,496.0,402.0,14,0.2(BDL),0.5(BDL),3.13,0.2(BDL),18° 16.341,74° 47.893,,Dry river
2678,2025-08-05,Aug,14:05:00,"Mutha river near Veer Savarkar Bhavan, Village. Pune  M.C, Taluka. Pune, District .Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,2.2,7.4,456.0,28.0,2.21,,540,1600,4.5,9.72,5(BDL),100,39.69,88.0,7.28,3.1,156.0,80.0,76.0,5.25,30.95,433.0,354.0,42,0.35,2.6,5.94,0.7,18° 31.287,73° 51.018,,Dry river
2679,2025-08-05,Aug,14:15:00,"Mutha river at Deccan bridge, Village. Deccan,Taluka. Pune, District. Pune.",River,Mutha ,Mutha ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,2.1,7.4,551.0,28.0,3.11,,20,1600,6.1,8.43,5(BDL),104,44.44,92.0,11.2,5.14,158.0,82.0,76.0,5(BDL),30.8,436.0,358.0,44,0.32,2.7,5.81,0.8,18° 30.910,73° 50.677,,Dry river
1189,2025-08-05,Aug,14:50:00,"Bhima river at Pune (Mutha river) at U/s of Vithalwadi near Shankar Mandir, Village. Vithalwadi, Taluka. Haweli, District. Pune.",River,Bhima ,Bhima ,Pune,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Clear,Less than 50cm,Others,Yes,Clear,Odor Free,0.0,27.5,1.3,7.5,606.0,26.0,1.84,,48,1600,4.5,7.31,5(BDL),120,44.49,80.0,6.72,2.64,174.0,88.0,86.0,5(BDL),30.71,479.0,390.0,34,0.2(BDL),1.8,5.41,0.7,18°29.012 ,73°49.554,,Dry river
